currency,issue_date,doc_number,booking_class,fare_flag,fee_local,service_type,doc_type_ref,doc_type,service_date,origin,destination,flight_no,trans_code,doc_category,base_fare_usd,fee_usd,equipment_type
CCY-4,2025-12-14,4237885079047,Class 6,N,56.0,Service Type 2,Doc Type A,A,2025-12-07,MBT,ZYR,FN-101,TYPE-B,DOC,0.9,1.6,Equip-1
CCY-1,2025-12-04,2329001124934,Class 2,N,64.4,Service Type 5,Doc Type A,A,2025-12-30,KHV,NAB,FN-117,TYPE-B,DOC,10.75,1.84,Equip-1
CCY-1,2025-12-25,5110880989506,Class 7,N,106.05,Service Type 5,Doc Type A,A,2025-12-26,SZV,JKS,FN-119,TYPE-C,DOC,9.93,3.03,Equip-2
CCY-3,2025-12-28,0081452860689,Class 3,Y,94.85,Service Type 4,Doc Type A,A,2025-12-24,DPQ,YML,FN-118,TYPE-C,DOC,19.31,2.71,Equip-2
CCY-4,2025-12-09,9522499498976,Class 4,Y,155.05,Service Type 4,Doc Type A,A,2025-12-01,SUQ,KEE,FN-101,TYPE-D,DOC,17.36,4.43,Equip-2
CCY-1,2025-12-23,6587015295063,Class 6,N,114.8,Service Type 1,Doc Type A,A,2025-12-21,MBT,TDX,FN-133,TYPE-D,DOC,19.17,3.28,Equip-3
CCY-2,2025-12-01,4456759818632,Class 5,Y,121.1,Service Type 2,Doc Type A,A,2025-12-11,TPX,NAB,FN-101,TYPE-C,DOC,2.18,3.46,Equip-1
CCY-2,2025-12-29,7481626985205,Class 7,N,102.2,Service Type 1,Doc Type A,A,2025-12-11,SZV,YML,FN-508,TYPE-B,DOC,17.24,2.92,Equip-1
CCY-4,2025-12-25,4656382569028,Class 8,N,135.1,Service Type 1,Doc Type A,A,2025-12-26,TPX,KSN,FN-508,TYPE-D,DOC,20.72,3.86,Equip-3
CCY-1,2025-12-08,8910208740289,Class 4,N,143.15,Service Type 3,Doc Type A,A,2025-12-21,UBR,MFP,FN-101,TYPE-A,DOC,14.84,4.09,Equip-3
CCY-1,2025-12-20,0857882584220,Class 9,N,17.85,Service Type 3,Doc Type A,A,2025-12-05,HGV,JYN,FN-101,TYPE-D,DOC,13.67,0.51,Equip-2
CCY-4,2025-12-02,2563781169097,Class 3,N,147.0,Service Type 2,Doc Type A,A,2025-12-06,TDX,DPQ,FN-395,TYPE-C,DOC,9.5,4.2,Equip-2
CCY-4,2025-12-25,7974840852286,Class 2,Y,97.3,Service Type 4,Doc Type A,A,2025-12-05,DPQ,KUV,FN-133,TYPE-A,DOC,7.96,2.78,Equip-2
CCY-4,2025-12-17,2996728241978,Class 7,Y,167.3,Service Type 3,Doc Type A,A,2025-12-06,NAB,LNR,FN-395,TYPE-D,DOC,6.78,4.78,Equip-3
CCY-2,2025-12-11,9867241954157,Class 2,N,74.2,Service Type 4,Doc Type A,A,2025-12-06,HGV,RZP,FN-133,TYPE-D,DOC,20.41,2.12,Equip-2
CCY-2,2025-12-12,7655514659983,Class 2,N,81.2,Service Type 2,Doc Type A,A,2025-12-02,DPQ,JKS,FN-508,TYPE-C,DOC,12.74,2.32,Equip-1
CCY-2,2025-12-04,5305865483388,Class 1,N,122.85,Service Type 4,Doc Type A,A,2025-12-04,JKS,YML,FN-508,TYPE-A,DOC,15.07,3.51,Equip-2
CCY-3,2025-12-31,1869756671752,Class 5,Y,116.55,Service Type 5,Doc Type A,A,2025-12-15,TDX,JKS,FN-132,TYPE-D,DOC,16.06,3.33,Equip-1
CCY-2,2025-12-09,7495004418500,Class 7,Y,68.95,Service Type 2,Doc Type A,A,2025-12-01,MFP,JYN,FN-394,TYPE-C,DOC,26.68,1.97,Equip-1
CCY-2,2025-12-27,4861565887934,Class 1,N,91.35,Service Type 5,Doc Type A,A,2025-12-13,KUV,KLC,FN-508,TYPE-B,DOC,3.45,2.61,Equip-3
CCY-1,2025-12-07,7078703301411,Class 9,Y,52.85,Service Type 4,Doc Type A,A,2025-12-21,KHV,UMK,FN-101,TYPE-D,DOC,4.16,1.51,Equip-3
CCY-4,2025-12-17,2179764670574,Class 3,Y,72.8,Service Type 3,Doc Type A,A,2025-12-02,FUG,KUV,FN-101,TYPE-A,DOC,6.99,2.08,Equip-1
CCY-2,2025-12-14,0620119906887,Class 1,Y,123.2,Service Type 5,Doc Type A,A,2025-12-02,FUG,KSN,FN-118,TYPE-B,DOC,7.23,3.52,Equip-1
CCY-4,2025-12-08,4564504079425,Class 3,Y,98.7,Service Type 1,Doc Type A,A,2025-12-06,QFX,UBR,FN-105,TYPE-B,DOC,9.47,2.82,Equip-3
CCY-3,2025-12-26,2076435932561,Class 9,Y,78.05,Service Type 4,Doc Type A,A,2025-12-02,TPX,DPQ,FN-105,TYPE-C,DOC,16.47,2.23,Equip-2
CCY-4,2025-12-10,4166214598484,Class 8,Y,117.95,Service Type 4,Doc Type A,A,2025-12-21,DPQ,MFP,FN-508,TYPE-B,DOC,10.68,3.37,Equip-2
CCY-4,2025-12-22,5682681415501,Class 5,N,21.7,Service Type 4,Doc Type A,A,2025-12-01,SUQ,YML,FN-101,TYPE-C,DOC,2.29,0.62,Equip-3
CCY-1,2025-12-16,3375911286131,Class 9,Y,122.15,Service Type 5,Doc Type A,A,2025-12-11,KEE,SZV,FN-132,TYPE-D,DOC,13.73,3.49,Equip-1
CCY-1,2025-12-04,6199594253525,Class 4,N,110.6,Service Type 1,Doc Type A,A,2025-12-20,KSN,UBR,FN-118,TYPE-B,DOC,22.32,3.16,Equip-1
CCY-4,2025-12-12,9995440809958,Class 3,Y,98.0,Service Type 1,Doc Type A,A,2025-12-21,DPQ,KHV,FN-132,TYPE-C,DOC,16.1,2.8,Equip-3
CCY-4,2025-12-07,0839772518833,Class 9,N,163.45,Service Type 2,Doc Type A,A,2025-12-10,KUV,TPX,FN-508,TYPE-A,DOC,13.49,4.67,Equip-1
CCY-4,2025-12-08,9864935449970,Class 8,N,119.35,Service Type 3,Doc Type A,A,2025-12-10,JKS,MFP,FN-132,TYPE-B,DOC,1.38,3.41,Equip-3
CCY-2,2025-12-05,3409170895743,Class 9,Y,114.8,Service Type 4,Doc Type A,A,2025-12-16,VQR,SZV,FN-395,TYPE-B,DOC,22.68,3.28,Equip-3
CCY-3,2025-12-19,8768079810513,Class 2,N,82.95,Service Type 4,Doc Type A,A,2025-12-19,JKS,ZYR,FN-117,TYPE-B,DOC,20.25,2.37,Equip-1
CCY-4,2025-12-24,3458723636285,Class 9,N,106.05,Service Type 5,Doc Type A,A,2025-12-18,TPX,GNP,FN-105,TYPE-A,DOC,11.84,3.03,Equip-3
CCY-3,2025-12-16,5873868805074,Class 6,Y,64.05,Service Type 1,Doc Type A,A,2025-12-11,UMK,DPQ,FN-117,TYPE-C,DOC,0.91,1.83,Equip-2
CCY-4,2025-12-24,1000300352751,Class 8,Y,133.7,Service Type 5,Doc Type A,A,2025-12-13,DPQ,KSN,FN-119,TYPE-B,DOC,6.52,3.82,Equip-2
CCY-4,2025-12-29,8360029845582,Class 9,Y,116.2,Service Type 3,Doc Type A,A,2025-12-25,RZP,TDX,FN-133,TYPE-A,DOC,16.36,3.32,Equip-2
CCY-2,2025-12-27,7018913887217,Class 3,Y,99.4,Service Type 4,Doc Type A,A,2025-12-01,SZV,SUQ,FN-133,TYPE-D,DOC,16.12,2.84,Equip-2
CCY-3,2025-12-25,4879493173322,Class 1,N,105.35,Service Type 2,Doc Type A,A,2025-12-09,SZV,VQR,FN-395,TYPE-A,DOC,18.01,3.01,Equip-2
CCY-3,2025-12-07,5856932874342,Class 1,N,95.55,Service Type 1,Doc Type A,A,2025-12-06,JKS,ZYR,FN-118,TYPE-A,DOC,12.29,2.73,Equip-3
CCY-3,2025-12-02,8345037350926,Class 3,N,90.3,Service Type 2,Doc Type A,A,2025-12-14,DPQ,KEE,FN-105,TYPE-D,DOC,15.42,2.58,Equip-2
CCY-3,2025-12-03,8822870021361,Class 4,Y,65.45,Service Type 2,Doc Type A,A,2025-12-05,KSN,PVS,FN-119,TYPE-D,DOC,16.88,1.87,Equip-3
CCY-3,2025-12-11,1227607866076,Class 5,N,129.15,Service Type 2,Doc Type A,A,2025-12-25,UMK,HGV,FN-101,TYPE-D,DOC,6.51,3.69,Equip-1
CCY-2,2025-12-31,5992331289985,Class 2,Y,89.25,Service Type 5,Doc Type A,A,2025-12-24,LNR,YML,FN-133,TYPE-A,DOC,11.56,2.55,Equip-2
CCY-2,2025-12-03,1262574894667,Class 5,N,83.65,Service Type 3,Doc Type A,A,2025-12-11,UMK,QFX,FN-101,TYPE-C,DOC,16.45,2.39,Equip-2
CCY-1,2025-12-19,4342548250851,Class 2,N,154.0,Service Type 3,Doc Type A,A,2025-12-26,NAB,HGV,FN-508,TYPE-C,DOC,11.0,4.4,Equip-2
CCY-3,2025-12-28,0465342542288,Class 1,Y,159.95,Service Type 2,Doc Type A,A,2025-12-14,KHV,DPQ,FN-101,TYPE-B,DOC,19.7,4.57,Equip-3
CCY-3,2025-12-25,8057968733520,Class 2,N,148.05,Service Type 4,Doc Type A,A,2025-12-28,LNR,TPX,FN-105,TYPE-A,DOC,10.59,4.23,Equip-1
CCY-4,2025-12-27,6302866535818,Class 9,N,73.15,Service Type 4,Doc Type A,A,2025-12-20,HGV,RZP,FN-105,TYPE-D,DOC,7.26,2.09,Equip-1
CCY-4,2025-12-18,8238551510934,Class 7,N,163.45,Service Type 4,Doc Type A,A,2025-12-08,KSN,UMK,FN-101,TYPE-A,DOC,0.25,4.67,Equip-2
CCY-1,2025-12-17,1272746001115,Class 7,N,100.45,Service Type 2,Doc Type A,A,2025-12-31,VQR,HGV,FN-105,TYPE-A,DOC,7.68,2.87,Equip-1
CCY-3,2025-12-18,5579393812401,Class 5,N,129.5,Service Type 4,Doc Type A,A,2025-12-13,SUQ,GNP,FN-508,TYPE-D,DOC,7.45,3.7,Equip-2
CCY-4,2025-12-03,5910145297173,Class 1,N,59.5,Service Type 2,Doc Type A,A,2025-12-22,VQR,UMK,FN-105,TYPE-A,DOC,10.12,1.7,Equip-1
CCY-4,2025-12-29,5093106173559,Class 8,Y,54.95,Service Type 4,Doc Type A,A,2025-12-16,GNP,SZV,FN-394,TYPE-B,DOC,14.21,1.57,Equip-1
CCY-3,2025-12-02,1625953454797,Class 3,Y,31.15,Service Type 5,Doc Type A,A,2025-12-27,UBR,KLC,FN-508,TYPE-B,DOC,7.81,0.89,Equip-2
CCY-3,2025-12-27,6168983750148,Class 2,Y,111.3,Service Type 2,Doc Type A,A,2025-12-16,QFX,NAB,FN-101,TYPE-B,DOC,4.88,3.18,Equip-2
CCY-4,2025-12-12,7610527237543,Class 6,N,53.2,Service Type 4,Doc Type A,A,2025-12-16,SZV,UMK,FN-395,TYPE-A,DOC,2.18,1.52,Equip-1
CCY-4,2025-12-27,0748699358839,Class 8,N,86.1,Service Type 4,Doc Type A,A,2025-12-20,NAB,JKS,FN-105,TYPE-D,DOC,11.99,2.46,Equip-2
CCY-1,2025-12-10,4450323124891,Class 5,Y,169.05,Service Type 4,Doc Type A,A,2025-12-09,NAB,MBT,FN-117,TYPE-C,DOC,21.96,4.83,Equip-3
CCY-3,2025-12-26,9654582737204,Class 2,N,124.6,Service Type 5,Doc Type A,A,2025-12-26,MBT,YML,FN-508,TYPE-B,DOC,7.66,3.56,Equip-3
CCY-2,2025-12-09,1850489006067,Class 1,N,84.0,Service Type 4,Doc Type A,A,2025-12-05,KHV,UMK,FN-118,TYPE-A,DOC,15.75,2.4,Equip-3
CCY-2,2025-12-31,3009273385289,Class 3,N,104.65,Service Type 4,Doc Type A,A,2025-12-01,QFX,VQR,FN-117,TYPE-D,DOC,4.52,2.99,Equip-3
CCY-1,2025-12-18,2571577317536,Class 4,N,89.6,Service Type 5,Doc Type A,A,2025-12-25,LNR,JKS,FN-133,TYPE-A,DOC,11.14,2.56,Equip-1
CCY-3,2025-12-08,9682298336919,Class 6,N,78.75,Service Type 1,Doc Type A,A,2025-12-16,KLC,YML,FN-395,TYPE-B,DOC,14.21,2.25,Equip-1
CCY-2,2025-12-01,5644158968974,Class 9,Y,108.85,Service Type 5,Doc Type A,A,2025-12-15,FUG,KHV,FN-132,TYPE-B,DOC,6.24,3.11,Equip-3
CCY-1,2025-12-18,3902157320836,Class 2,N,63.7,Service Type 2,Doc Type A,A,2025-12-05,HGV,DRW,FN-395,TYPE-D,DOC,13.93,1.82,Equip-3
CCY-2,2025-12-03,1098204816113,Class 4,N,43.05,Service Type 2,Doc Type A,A,2025-12-18,TDX,LNR,FN-395,TYPE-C,DOC,16.64,1.23,Equip-2
CCY-1,2025-12-04,5896719652630,Class 3,N,95.9,Service Type 4,Doc Type A,A,2025-12-20,MFP,TPX,FN-395,TYPE-A,DOC,9.11,2.74,Equip-1
CCY-4,2025-12-24,3996662909137,Class 5,Y,85.05,Service Type 2,Doc Type A,A,2025-12-18,QFX,TPX,FN-119,TYPE-A,DOC,8.82,2.43,Equip-3
CCY-4,2025-12-16,3508220473019,Class 3,N,75.25,Service Type 5,Doc Type A,A,2025-12-22,ZYR,PVS,FN-101,TYPE-D,DOC,21.36,2.15,Equip-2
CCY-3,2025-12-04,8335672071901,Class 5,N,120.4,Service Type 2,Doc Type A,A,2025-12-24,GNP,JKS,FN-118,TYPE-B,DOC,24.21,3.44,Equip-2
CCY-3,2025-12-18,0901517489862,Class 3,Y,121.8,Service Type 4,Doc Type A,A,2025-12-18,JKS,FUG,FN-133,TYPE-D,DOC,12.46,3.48,Equip-1
CCY-2,2025-12-21,8941523598202,Class 1,Y,70.35,Service Type 4,Doc Type A,A,2025-12-23,UBR,UMK,FN-133,TYPE-C,DOC,24.65,2.01,Equip-1
CCY-4,2025-12-09,7723436664798,Class 5,N,78.75,Service Type 3,Doc Type A,A,2025-12-26,PVS,KSN,FN-101,TYPE-B,DOC,6.4,2.25,Equip-1
CCY-3,2025-12-13,8015276509603,Class 1,N,44.45,Service Type 3,Doc Type A,A,2025-12-29,PVS,KEE,FN-395,TYPE-C,DOC,12.16,1.27,Equip-2
CCY-2,2025-12-27,9632299194576,Class 4,N,164.15,Service Type 2,Doc Type A,A,2025-12-28,RZP,HGV,FN-119,TYPE-D,DOC,12.11,4.69,Equip-1
CCY-4,2025-12-08,0619377061987,Class 9,Y,94.85,Service Type 1,Doc Type A,A,2025-12-18,JKS,JYN,FN-394,TYPE-A,DOC,12.76,2.71,Equip-2
CCY-2,2025-12-09,1055672427420,Class 8,N,136.5,Service Type 2,Doc Type A,A,2025-12-21,KLC,TPX,FN-394,TYPE-A,DOC,8.91,3.9,Equip-2
CCY-2,2025-12-15,5648671436489,Class 4,N,169.75,Service Type 1,Doc Type A,A,2025-12-15,HGV,KSN,FN-132,TYPE-A,DOC,7.87,4.85,Equip-3
CCY-4,2025-12-23,0025188281602,Class 6,Y,114.1,Service Type 2,Doc Type A,A,2025-12-09,GNP,TPX,FN-118,TYPE-A,DOC,21.67,3.26,Equip-1
CCY-2,2025-12-02,1392160922893,Class 8,Y,141.05,Service Type 5,Doc Type A,A,2025-12-24,KEE,JKS,FN-508,TYPE-D,DOC,11.94,4.03,Equip-1
CCY-2,2025-12-05,9330023285212,Class 5,Y,76.65,Service Type 1,Doc Type A,A,2025-12-13,UBR,JYN,FN-117,TYPE-B,DOC,17.47,2.19,Equip-2
CCY-3,2025-12-24,8600649882476,Class 1,Y,58.8,Service Type 5,Doc Type A,A,2025-12-01,YML,LNR,FN-117,TYPE-D,DOC,9.37,1.68,Equip-2
CCY-1,2025-12-27,4508202692782,Class 8,Y,128.45,Service Type 3,Doc Type A,A,2025-12-07,MBT,KHV,FN-508,TYPE-B,DOC,14.05,3.67,Equip-3
CCY-3,2025-12-08,7401268490856,Class 5,Y,88.9,Service Type 2,Doc Type A,A,2025-12-21,LNR,TDX,FN-101,TYPE-D,DOC,5.25,2.54,Equip-2
CCY-1,2025-12-05,4838279065457,Class 4,N,73.5,Service Type 5,Doc Type A,A,2025-12-24,RZP,JYN,FN-132,TYPE-C,DOC,5.26,2.1,Equip-1
CCY-2,2025-12-08,6616252308197,Class 4,Y,79.45,Service Type 3,Doc Type A,A,2025-12-20,DRW,DPQ,FN-118,TYPE-C,DOC,14.76,2.27,Equip-1
CCY-3,2025-12-12,2420526738890,Class 8,N,47.95,Service Type 1,Doc Type A,A,2025-12-08,KUV,KEE,FN-105,TYPE-D,DOC,10.5,1.37,Equip-3
CCY-3,2025-12-10,0022026788695,Class 2,Y,103.6,Service Type 4,Doc Type A,A,2025-12-24,KLC,JYN,FN-101,TYPE-C,DOC,12.93,2.96,Equip-2
CCY-2,2025-12-16,3038200003901,Class 2,Y,98.35,Service Type 5,Doc Type A,A,2025-12-02,KEE,KHV,FN-101,TYPE-B,DOC,8.36,2.81,Equip-3
CCY-1,2025-12-07,8878151417892,Class 7,N,76.65,Service Type 3,Doc Type A,A,2025-12-02,JKS,YML,FN-105,TYPE-D,DOC,12.9,2.19,Equip-1
CCY-2,2025-12-20,5553870979154,Class 3,Y,168.35,Service Type 1,Doc Type A,A,2025-12-12,SUQ,TDX,FN-395,TYPE-B,DOC,4.62,4.81,Equip-1
CCY-2,2025-12-16,1587544963242,Class 5,N,101.5,Service Type 4,Doc Type A,A,2025-12-02,KHV,GNP,FN-118,TYPE-D,DOC,8.83,2.9,Equip-1
CCY-3,2025-12-05,2090014310160,Class 8,Y,228.55,Service Type 4,Doc Type A,A,2025-12-15,RZP,UMK,FN-101,TYPE-C,DOC,17.05,6.53,Equip-3
CCY-2,2025-12-09,1935080542335,Class 8,N,120.75,Service Type 1,Doc Type A,A,2025-12-12,JYN,KEE,FN-105,TYPE-A,DOC,5.78,3.45,Equip-1
CCY-2,2025-12-22,8815147399053,Class 8,Y,86.1,Service Type 3,Doc Type A,A,2025-12-22,DPQ,UMK,FN-132,TYPE-D,DOC,8.46,2.46,Equip-1
CCY-4,2025-12-13,8418162826136,Class 3,N,65.45,Service Type 2,Doc Type A,A,2025-12-21,VQR,KHV,FN-118,TYPE-A,DOC,8.4,1.87,Equip-3
CCY-2,2025-12-23,9593295440554,Class 7,Y,53.55,Service Type 2,Doc Type A,A,2025-12-03,KSN,ZYR,FN-395,TYPE-B,DOC,11.79,1.53,Equip-2
CCY-4,2025-12-25,2686108447607,Class 8,N,107.1,Service Type 2,Doc Type A,A,2025-12-17,KEE,SZV,FN-133,TYPE-D,DOC,16.73,3.06,Equip-2
CCY-2,2025-12-27,9898525880496,Class 3,N,88.55,Service Type 2,Doc Type A,A,2025-12-12,DRW,JYN,FN-132,TYPE-A,DOC,14.11,2.53,Equip-1
CCY-3,2025-12-08,9531313521485,Class 8,N,115.15,Service Type 1,Doc Type A,A,2025-12-15,KHV,YML,FN-118,TYPE-B,DOC,10.16,3.29,Equip-1
CCY-2,2025-12-30,6219731457265,Class 5,Y,92.4,Service Type 3,Doc Type A,A,2025-12-30,RZP,DPQ,FN-395,TYPE-D,DOC,6.18,2.64,Equip-3
CCY-1,2025-12-19,4611608107452,Class 6,N,73.85,Service Type 5,Doc Type A,A,2025-12-31,KLC,KEE,FN-133,TYPE-A,DOC,7.7,2.11,Equip-3
CCY-3,2025-12-02,8551108030615,Class 5,N,151.9,Service Type 1,Doc Type A,A,2025-12-02,SZV,KUV,FN-132,TYPE-D,DOC,1.45,4.34,Equip-3
CCY-2,2025-12-21,7131194271003,Class 7,N,145.6,Service Type 4,Doc Type A,A,2025-12-30,ZYR,FUG,FN-101,TYPE-D,DOC,8.57,4.16,Equip-1
CCY-4,2025-12-20,8815945606955,Class 2,N,59.85,Service Type 2,Doc Type A,A,2025-12-25,QFX,VQR,FN-118,TYPE-B,DOC,17.34,1.71,Equip-2
CCY-1,2025-12-20,0161536443162,Class 4,Y,194.6,Service Type 1,Doc Type A,A,2025-12-27,KHV,NAB,FN-119,TYPE-A,DOC,6.56,5.56,Equip-1
CCY-3,2025-12-25,2082350968888,Class 4,Y,103.95,Service Type 1,Doc Type A,A,2025-12-10,TDX,HGV,FN-508,TYPE-D,DOC,20.75,2.97,Equip-1
CCY-4,2025-12-16,6844412191706,Class 3,Y,82.95,Service Type 1,Doc Type A,A,2025-12-16,KHV,GNP,FN-395,TYPE-C,DOC,13.29,2.37,Equip-1
CCY-1,2025-12-07,2003902915425,Class 5,Y,79.8,Service Type 5,Doc Type A,A,2025-12-08,KUV,UBR,FN-508,TYPE-A,DOC,14.16,2.28,Equip-1
CCY-1,2025-12-11,9701244236025,Class 7,N,58.8,Service Type 2,Doc Type A,A,2025-12-29,QFX,YML,FN-117,TYPE-B,DOC,1.84,1.68,Equip-3
CCY-1,2025-12-06,3209554093436,Class 9,N,65.45,Service Type 5,Doc Type A,A,2025-12-04,YML,ZYR,FN-118,TYPE-A,DOC,12.11,1.87,Equip-1
CCY-4,2025-12-12,6930090387556,Class 8,N,67.55,Service Type 1,Doc Type A,A,2025-12-08,KEE,KLC,FN-118,TYPE-B,DOC,11.66,1.93,Equip-3
CCY-2,2025-12-31,4430471427205,Class 2,Y,134.75,Service Type 5,Doc Type A,A,2025-12-12,QFX,JYN,FN-118,TYPE-A,DOC,8.09,3.85,Equip-2
CCY-1,2025-12-25,6111284256196,Class 3,Y,104.65,Service Type 2,Doc Type A,A,2025-12-21,MBT,SZV,FN-133,TYPE-D,DOC,13.24,2.99,Equip-1
CCY-2,2025-12-15,7276905559084,Class 9,Y,121.8,Service Type 1,Doc Type A,A,2025-12-01,PVS,KSN,FN-119,TYPE-C,DOC,16.39,3.48,Equip-2
CCY-3,2025-12-07,0749820976812,Class 8,Y,88.9,Service Type 1,Doc Type A,A,2025-12-21,UBR,RZP,FN-117,TYPE-B,DOC,19.23,2.54,Equip-2
CCY-3,2025-12-03,9062944205203,Class 1,N,59.5,Service Type 3,Doc Type A,A,2025-12-29,RZP,MBT,FN-394,TYPE-A,DOC,9.85,1.7,Equip-1
CCY-3,2025-12-23,3348080136049,Class 5,N,138.6,Service Type 3,Doc Type A,A,2025-12-23,VQR,LNR,FN-117,TYPE-A,DOC,9.86,3.96,Equip-2
CCY-3,2025-12-24,8271898045769,Class 3,Y,138.6,Service Type 5,Doc Type A,A,2025-12-14,JKS,NAB,FN-117,TYPE-C,DOC,18.5,3.96,Equip-3
CCY-3,2025-12-25,7072176999590,Class 6,Y,142.8,Service Type 1,Doc Type A,A,2025-12-09,KHV,SZV,FN-118,TYPE-B,DOC,3.03,4.08,Equip-1
CCY-4,2025-12-10,0639590700974,Class 1,N,136.5,Service Type 2,Doc Type A,A,2025-12-08,TPX,RZP,FN-508,TYPE-D,DOC,2.81,3.9,Equip-1
CCY-1,2025-12-25,9093318683985,Class 2,N,129.5,Service Type 4,Doc Type A,A,2025-12-20,NAB,YML,FN-119,TYPE-D,DOC,10.16,3.7,Equip-2
CCY-4,2025-12-08,9189009180732,Class 2,N,145.95,Service Type 1,Doc Type A,A,2025-12-09,SUQ,KHV,FN-105,TYPE-D,DOC,5.34,4.17,Equip-3
CCY-4,2025-12-02,7177545075686,Class 9,Y,81.55,Service Type 3,Doc Type A,A,2025-12-25,DRW,UMK,FN-394,TYPE-D,DOC,4.68,2.33,Equip-3
CCY-1,2025-12-03,3885978719139,Class 3,Y,43.75,Service Type 1,Doc Type A,A,2025-12-16,MBT,FUG,FN-101,TYPE-C,DOC,7.01,1.25,Equip-3
CCY-4,2025-12-13,9614797938926,Class 5,Y,168.35,Service Type 2,Doc Type A,A,2025-12-22,DPQ,TDX,FN-119,TYPE-C,DOC,12.47,4.81,Equip-1
CCY-3,2025-12-24,4005453042143,Class 2,N,108.5,Service Type 4,Doc Type A,A,2025-12-12,MBT,HGV,FN-105,TYPE-C,DOC,25.33,3.1,Equip-1
CCY-3,2025-12-02,2981687833262,Class 2,Y,113.05,Service Type 1,Doc Type A,A,2025-12-08,DRW,KLC,FN-395,TYPE-C,DOC,17.58,3.23,Equip-3
CCY-4,2025-12-05,9155152198362,Class 4,Y,93.1,Service Type 5,Doc Type A,A,2025-12-03,RZP,UMK,FN-394,TYPE-B,DOC,14.49,2.66,Equip-3
CCY-4,2025-12-14,1242044156820,Class 8,Y,123.9,Service Type 4,Doc Type A,A,2025-12-22,KLC,KEE,FN-508,TYPE-C,DOC,12.98,3.54,Equip-3
CCY-3,2025-12-28,0189892662936,Class 8,N,102.2,Service Type 1,Doc Type A,A,2025-12-17,KHV,RZP,FN-133,TYPE-C,DOC,9.11,2.92,Equip-2
CCY-1,2025-12-26,2295703493553,Class 5,Y,134.05,Service Type 4,Doc Type A,A,2025-12-13,SUQ,FUG,FN-101,TYPE-D,DOC,11.71,3.83,Equip-3
CCY-4,2025-12-13,7993689195209,Class 9,N,103.25,Service Type 4,Doc Type A,A,2025-12-23,KHV,GNP,FN-119,TYPE-C,DOC,6.67,2.95,Equip-2
CCY-1,2025-12-12,4633441901280,Class 3,Y,145.6,Service Type 3,Doc Type A,A,2025-12-07,ZYR,UMK,FN-508,TYPE-C,DOC,21.56,4.16,Equip-1
CCY-4,2025-12-09,8015597205652,Class 3,N,105.7,Service Type 1,Doc Type A,A,2025-12-20,KUV,FUG,FN-117,TYPE-D,DOC,18.75,3.02,Equip-3
CCY-4,2025-12-12,0096708338880,Class 7,N,140.0,Service Type 2,Doc Type A,A,2025-12-25,VQR,KEE,FN-119,TYPE-B,DOC,13.6,4.0,Equip-3
CCY-1,2025-12-22,7235288151369,Class 3,N,36.75,Service Type 1,Doc Type A,A,2025-12-23,LNR,GNP,FN-101,TYPE-A,DOC,19.8,1.05,Equip-1
CCY-4,2025-12-28,7043134551638,Class 9,Y,150.85,Service Type 2,Doc Type A,A,2025-12-17,DRW,SZV,FN-508,TYPE-D,DOC,5.42,4.31,Equip-3
CCY-1,2025-12-02,5754981118098,Class 2,N,81.55,Service Type 4,Doc Type A,A,2025-12-27,MFP,SUQ,FN-101,TYPE-A,DOC,10.62,2.33,Equip-3
CCY-1,2025-12-10,7143840115403,Class 4,N,85.4,Service Type 5,Doc Type A,A,2025-12-31,YML,QFX,FN-133,TYPE-A,DOC,5.73,2.44,Equip-1
CCY-1,2025-12-11,5309627718698,Class 7,Y,178.15,Service Type 1,Doc Type A,A,2025-12-04,SZV,ZYR,FN-394,TYPE-D,DOC,4.99,5.09,Equip-2
CCY-1,2025-12-20,4927453795696,Class 9,Y,102.9,Service Type 4,Doc Type A,A,2025-12-26,JKS,KLC,FN-101,TYPE-D,DOC,11.89,2.94,Equip-3
CCY-1,2025-12-10,1795883033500,Class 4,N,138.6,Service Type 4,Doc Type A,A,2025-12-13,QFX,VQR,FN-101,TYPE-A,DOC,14.94,3.96,Equip-1
CCY-3,2025-12-11,0384710689731,Class 8,Y,142.45,Service Type 4,Doc Type A,A,2025-12-15,DPQ,GNP,FN-117,TYPE-B,DOC,16.73,4.07,Equip-3
CCY-1,2025-12-23,0945975130120,Class 8,Y,94.5,Service Type 1,Doc Type A,A,2025-12-27,KSN,FUG,FN-395,TYPE-A,DOC,8.85,2.7,Equip-2
CCY-1,2025-12-03,0502725772619,Class 6,N,86.45,Service Type 2,Doc Type A,A,2025-12-29,DRW,TDX,FN-133,TYPE-A,DOC,15.85,2.47,Equip-3
CCY-2,2025-12-29,5858243482280,Class 9,N,119.0,Service Type 4,Doc Type A,A,2025-12-13,JKS,LNR,FN-117,TYPE-B,DOC,11.97,3.4,Equip-2
CCY-1,2025-12-14,1350248552568,Class 8,Y,42.7,Service Type 5,Doc Type A,A,2025-12-18,JKS,JYN,FN-101,TYPE-D,DOC,15.93,1.22,Equip-3
CCY-3,2025-12-28,7298982054137,Class 3,Y,96.95,Service Type 5,Doc Type A,A,2025-12-04,DPQ,DRW,FN-117,TYPE-D,DOC,15.57,2.77,Equip-1
