carrier_code,service_date,area_type,flight_no,flight_detail,route_detail,route_code,doc_number,special_type,route_ref,booking_class,trans_code,tour_code,agent_code,payment_method,issue_date,revenue_category,currency,fare_flag,base_fare_local,surcharge,surcharge_local,tax,tax_local,commission,commission_local,total_fare,total_fare_local,remark,origin_station,total_local_curr,mileage,booking_ref,fare_basis_code,base_fare_usd,surcharge_usd,tax_usd,commission_usd,total_fare_usd
XA,2025-12-16,DOM,FN-119,XAFN-105,DRWFUG,DRW-FUG,2206676654053,Category C,DRW-FUG,Class 4,TYPE-C,,Agent A2,Payment C,2025-12-12,Category A,CCY-3,N,41.56,18.45,19.36,18.84,19.77,0.06,0.06,76.82,80.63,,DRW,80.63,4830,JMZ8SP,Basis-001,1.19,0.55,0.56,0.0,2.3
XA,2025-12-31,INT,FN-395,XAFN-101,UMKKUV,UMK-KUV,5732136788645,Category D,UMK-KUV,Class 1,TYPE-C,,Agent A2,Payment B,2025-11-08,Category C,CCY-3,Y,107.93,39.5,32.67,14.51,12.0,3.61,2.99,180.88,149.61,,UMK,149.61,447,P9MNRN,Basis-001/BG,3.08,0.93,0.34,0.09,4.27
XA,2025-12-03,INT,FN-117,XAFN-119,KEEKHV,KEE-KHV,5998962586926,Category C,KEE-KHV,Class 7,TYPE-C,,Agent B2,Payment A,2025-11-03,Category D,CCY-4,Y,160.49,31.81,28.84,4.43,4.02,7.87,7.14,205.35,186.21,,KEE,186.21,2942,XCD285,Basis-002/BG,4.59,0.82,0.11,0.2,5.32
XA,2025-12-11,INT,FN-119,XAFN-105,FUGSZV,FUG-SZV,2734458019762,,FUG-SZV,Class 4,TYPE-B,,Agent B1,Payment B,2025-12-19,Category A,CCY-4,N,266.07,63.44,57.11,1.77,1.59,12.96,11.67,347.82,313.1,,FUG,313.1,2471,YCFZ61,Basis-001/BG,7.6,1.63,0.05,0.33,8.95
XA,2025-12-02,DOM,FN-395,XAFN-105,KLCKSN,KLC-KSN,0148129719884,,KLC-KSN,Class 3,TYPE-C,,Agent A2,Payment B,2025-12-20,Category C,CCY-3,Y,68.08,23.25,25.8,4.67,5.18,2.77,3.07,86.52,95.99,,KLC,95.99,1312,6SR7I0,Basis-003,1.95,0.74,0.15,0.09,2.74
XA,2025-12-17,DOM,FN-101,XAFN-395,JKSUMK,JKS-UMK,1403340508105,,JKS-UMK,Class 9,TYPE-B,,Agent B1,Payment C,2025-12-04,Category D,CCY-1,Y,190.48,17.97,19.08,19.62,20.83,2.96,3.14,214.03,227.25,,JKS,227.25,1710,829DZU,Basis-002/BG,5.44,0.55,0.6,0.09,6.49
XA,2025-12-29,DOM,FN-133,XAFN-394,KSNNAB,KSN-NAB,6428125983620,,KSN-NAB,Class 2,TYPE-C,,Agent C1,Payment C,2025-12-23,Category C,CCY-2,N,245.24,28.81,33.19,13.13,15.13,9.71,11.19,245.1,282.37,,KSN,282.37,813,4N5FIC,Basis-002,7.01,0.95,0.43,0.32,8.07
XA,2025-12-25,INT,FN-133,XAFN-133,JKSTPX,JKS-TPX,5781304995043,,JKS-TPX,Class 6,TYPE-C,,Agent C2,Payment A,2025-11-26,Category C,CCY-4,N,238.47,18.75,21.54,5.15,5.92,7.43,8.53,224.08,257.4,,JKS,257.4,523,TF075G,Basis-001/BG,6.81,0.62,0.17,0.24,7.35
XA,2025-12-29,DOM,FN-395,XAFN-394,UBRYML,UBR-YML,6412613955745,,UBR-YML,Class 1,TYPE-A,,Agent C1,Payment C,2025-11-01,Category C,CCY-4,Y,156.25,35.85,42.92,8.94,10.7,6.5,7.78,168.79,202.09,,UBR,202.09,4923,I5BHJ3,Basis-002,4.46,1.23,0.31,0.22,5.77
XA,2025-12-04,DOM,FN-508,XAFN-117,NABUBR,NAB-UBR,0696569325962,,NAB-UBR,Class 8,TYPE-D,,Agent C2,Payment A,2025-11-09,Category B,CCY-3,N,23.84,15.34,17.96,8.22,9.63,0.57,0.67,43.34,50.76,,NAB,50.76,4614,I3QIJT,Basis-003,0.68,0.51,0.28,0.02,1.45
XA,2025-12-30,INT,FN-117,XAFN-395,JKSKUV,JKS-KUV,0177106294502,,JKS-KUV,Class 8,TYPE-C,,Agent B1,Payment B,2025-11-15,Category C,CCY-1,Y,143.95,50.3,59.59,2.59,3.07,0.98,1.16,173.41,205.45,,JKS,205.45,2473,D5XZWB,Basis-001/BG,4.11,1.7,0.09,0.03,5.87
XA,2025-12-31,DOM,FN-394,XAFN-508,YMLPVS,YML-PVS,0667477201104,,YML-PVS,Class 2,TYPE-B,,Agent C1,Payment B,2025-11-16,Category D,CCY-4,Y,190.45,47.61,52.34,19.43,21.36,7.26,7.98,233.02,256.17,,YML,256.17,3429,ADTQRW,Basis-002,5.44,1.5,0.61,0.23,7.32
XA,2025-12-08,DOM,FN-508,XAFN-117,YMLPVS,YML-PVS,2425777277457,Category D,YML-PVS,Class 5,TYPE-A,,Agent A2,Payment A,2025-12-13,Category C,CCY-2,Y,117.65,42.24,37.37,14.52,12.85,0.88,0.78,188.87,167.09,,YML,167.09,963,D7SPBZ,Basis-001/BG,3.36,1.07,0.37,0.02,4.77
XA,2025-12-10,DOM,FN-117,XAFN-101,TDXDRW,TDX-DRW,4759835894770,,TDX-DRW,Class 9,TYPE-B,,Agent C2,Payment C,2025-11-12,Category C,CCY-4,Y,165.64,28.46,28.52,12.15,12.18,4.48,4.49,201.41,201.85,,TDX,201.85,1271,XB97LC,Basis-002/BG,4.73,0.81,0.35,0.13,5.77
XA,2025-12-26,INT,FN-105,XAFN-395,TDXMBT,TDX-MBT,9863613959459,Category C,TDX-MBT,Class 7,TYPE-A,,Agent A1,Payment C,2025-12-06,Category C,CCY-4,N,52.58,39.83,40.23,10.52,10.63,1.68,1.7,100.72,101.74,,TDX,101.74,1616,IW8BWQ,Basis-002/BG,1.5,1.15,0.3,0.05,2.91
XA,2025-12-26,INT,FN-508,XAFN-133,TDXTPX,TDX-TPX,5499779178220,,TDX-TPX,Class 3,TYPE-A,,Agent A1,Payment A,2025-11-07,Category C,CCY-4,Y,132.2,60.57,60.7,6.62,6.63,4.45,4.46,194.67,195.07,,TDX,195.07,4333,3YVOLL,Basis-002,3.78,1.73,0.19,0.13,5.57
XA,2025-12-26,INT,FN-101,XAFN-395,FUGMBT,FUG-MBT,0045872422749,,FUG-MBT,Class 1,TYPE-D,,Agent B1,Payment C,2025-12-13,Category B,CCY-4,N,117.75,56.86,59.87,5.55,5.84,2.49,2.62,171.74,180.84,,FUG,180.84,4429,HB9EEQ,Basis-002,3.36,1.71,0.17,0.07,5.17
XA,2025-12-11,DOM,FN-119,XAFN-133,KSNNAB,KSN-NAB,7577773426587,Category D,KSN-NAB,Class 4,TYPE-A,,Agent A2,Payment C,2025-11-05,Category A,CCY-3,N,105.99,23.61,27.79,12.06,14.2,0.93,1.09,124.78,146.89,,KSN,146.89,3784,VJQRWY,Basis-001/BG,3.03,0.79,0.41,0.03,4.2
XA,2025-12-13,DOM,FN-133,XAFN-133,KLCDRW,KLC-DRW,9747217124356,,KLC-DRW,Class 2,TYPE-B,,Agent C2,Payment A,2025-11-14,Category B,CCY-1,N,166.62,11.71,10.61,8.1,7.34,4.43,4.01,199.36,180.56,,KLC,180.56,1815,N97NFN,Basis-003,4.76,0.3,0.21,0.11,5.16
XA,2025-12-16,INT,FN-395,XAFN-105,PVSMFP,PVS-MFP,0728394764612,,PVS-MFP,Class 7,TYPE-A,,Agent B1,Payment C,2025-12-15,Category B,CCY-4,N,101.41,26.42,28.84,11.11,12.13,0.96,1.05,129.46,141.33,,PVS,141.33,2137,DUG8PO,Basis-002,2.9,0.82,0.35,0.03,4.04
XA,2025-12-11,INT,FN-133,XAFN-133,YMLSUQ,YML-SUQ,3006362105164,,YML-SUQ,Class 1,TYPE-D,,Agent C1,Payment B,2025-12-26,Category A,CCY-3,N,183.46,3.22,3.36,14.7,15.32,0.56,0.58,193.42,201.56,,YML,201.56,4307,DHX16H,Basis-002/BG,5.24,0.1,0.44,0.02,5.76
XA,2025-12-06,DOM,FN-508,XAFN-132,TDXDRW,TDX-DRW,9867770554899,,TDX-DRW,Class 6,TYPE-D,,Agent A1,Payment A,2025-12-15,Category D,CCY-2,Y,170.21,48.29,50.77,11.62,12.22,3.91,4.11,217.88,229.09,,TDX,229.09,2867,KT97AX,Basis-003,4.86,1.45,0.35,0.12,6.55
XA,2025-12-19,DOM,FN-119,XAFN-394,YMLKLC,YML-KLC,4602136884157,,YML-KLC,Class 2,TYPE-A,,Agent C2,Payment A,2025-12-18,Category A,CCY-2,N,238.11,38.69,37.0,17.49,16.73,12.2,11.67,292.93,280.17,,YML,280.17,1615,ZXCV21,Basis-002/BG,6.8,1.06,0.48,0.33,8.0
XA,2025-12-12,INT,FN-117,XAFN-395,NABRZP,NAB-RZP,5870630228293,Category C,NAB-RZP,Class 6,TYPE-C,,Agent A2,Payment C,2025-12-25,Category D,CCY-2,N,191.78,26.49,28.53,19.83,21.36,1.38,1.49,222.99,240.18,,NAB,240.18,1050,N6M6XK,Basis-001/BG,5.48,0.82,0.61,0.04,6.86
XA,2025-12-12,INT,FN-132,XAFN-101,UMKKUV,UMK-KUV,7283101850880,,UMK-KUV,Class 5,TYPE-C,,Agent B2,Payment C,2025-11-20,Category C,CCY-4,Y,221.12,42.39,38.61,3.97,3.62,3.23,2.94,285.92,260.41,,UMK,260.41,2972,TXLAA6,Basis-003,6.32,1.1,0.1,0.08,7.44
XA,2025-12-19,INT,FN-119,XAFN-394,JYNSUQ,JYN-SUQ,8866364653334,,JYN-SUQ,Class 8,TYPE-D,,Agent B1,Payment C,2025-12-07,Category D,CCY-3,Y,46.94,35.3,34.39,11.02,10.73,0.62,0.6,93.89,91.46,,JYN,91.46,1827,8U4F5Y,Basis-001/BG,1.34,0.98,0.31,0.02,2.61
XA,2025-12-07,DOM,FN-395,XAFN-394,TDXFUG,TDX-FUG,3450521940504,,TDX-FUG,Class 6,TYPE-B,,Agent B2,Payment A,2025-12-10,Category D,CCY-1,N,100.87,32.3,32.11,18.05,17.94,0.92,0.91,150.92,150.01,,TDX,150.01,1542,VJ8RI8,Basis-002/BG,2.88,0.92,0.51,0.03,4.29
XA,2025-12-25,DOM,FN-118,XAFN-394,TDXUMK,TDX-UMK,3665397885874,Category D,TDX-UMK,Class 6,TYPE-C,,Agent B2,Payment A,2025-11-16,Category A,CCY-1,N,205.63,15.38,12.88,11.27,9.44,7.45,6.24,264.81,221.71,,TDX,221.71,2349,J2VO7I,Basis-003,5.88,0.37,0.27,0.18,6.33
XA,2025-12-08,INT,FN-394,XAFN-117,KSNRZP,KSN-RZP,1238487756191,,KSN-RZP,Class 8,TYPE-C,,Agent B1,Payment B,2025-12-08,Category B,CCY-3,Y,85.6,24.34,24.18,7.98,7.93,2.05,2.04,116.44,115.67,,KSN,115.67,1735,3B27LA,Basis-002,2.45,0.69,0.23,0.06,3.3
XA,2025-12-10,INT,FN-101,XAFN-132,PVSLNR,PVS-LNR,9193442462712,Category C,PVS-LNR,Class 8,TYPE-B,,Agent A2,Payment A,2025-12-20,Category D,CCY-2,N,111.79,10.95,11.17,9.17,9.36,2.08,2.12,127.62,130.2,,PVS,130.2,2139,H5HZWR,Basis-003,3.19,0.32,0.27,0.06,3.72
XA,2025-12-13,DOM,FN-101,XAFN-395,TDXDRW,TDX-DRW,7875788273763,,TDX-DRW,Class 3,TYPE-D,,Agent B2,Payment A,2025-12-08,Category B,CCY-2,N,105.15,16.44,13.94,23.89,20.26,4.53,3.84,159.8,135.51,,TDX,135.51,3352,OUX9SL,Basis-002,3.0,0.4,0.58,0.11,3.87
XA,2025-12-02,DOM,FN-394,XAFN-117,KLCUBR,KLC-UBR,9629010793226,Category D,KLC-UBR,Class 1,TYPE-B,,Agent B2,Payment C,2025-11-11,Category C,CCY-3,N,237.1,25.76,24.36,10.67,10.09,3.48,3.29,283.72,268.26,,KLC,268.26,3360,ILKCMR,Basis-001,6.77,0.7,0.29,0.09,7.66
XA,2025-12-11,INT,FN-395,XAFN-105,JYNRZP,JYN-RZP,9870884075538,,JYN-RZP,Class 4,TYPE-C,,Agent A2,Payment C,2025-11-26,Category C,CCY-4,N,56.27,49.47,55.44,17.39,19.49,0.41,0.46,116.67,130.74,,JYN,130.74,1362,PHWN10,Basis-001,1.61,1.58,0.56,0.01,3.74
XA,2025-12-06,INT,FN-105,XAFN-117,FUGDPQ,FUG-DPQ,8156838702785,Category C,FUG-DPQ,Class 4,TYPE-D,,Agent C1,Payment C,2025-12-20,Category B,CCY-1,Y,162.54,46.94,45.35,11.26,10.88,3.44,3.32,223.0,215.45,,FUG,215.45,2565,90GDRR,Basis-001,4.64,1.3,0.31,0.09,6.16
XA,2025-12-18,INT,FN-118,XAFN-395,PVSVQR,PVS-VQR,3681672386656,,PVS-VQR,Class 1,TYPE-D,,Agent B2,Payment B,2025-11-24,Category C,CCY-3,N,43.06,29.29,23.82,13.11,10.66,1.4,1.14,93.93,76.4,,PVS,76.4,3877,201LDA,Basis-002/BG,1.23,0.68,0.3,0.03,2.18
XA,2025-12-23,INT,FN-395,XAFN-508,NABGNP,NAB-GNP,8810855872357,Category D,NAB-GNP,Class 6,TYPE-C,,Agent B2,Payment C,2025-11-10,Category A,CCY-1,Y,113.64,30.66,26.72,10.95,9.54,1.92,1.67,170.08,148.23,,NAB,148.23,1452,KE2DCQ,Basis-002,3.25,0.76,0.27,0.05,4.24
XA,2025-12-25,DOM,FN-105,XAFN-105,FUGDRW,FUG-DRW,5566134047500,,FUG-DRW,Class 7,TYPE-C,,Agent B1,Payment C,2025-11-20,Category A,CCY-1,Y,143.53,36.32,30.78,5.55,4.7,4.42,3.75,206.78,175.26,,FUG,175.26,1265,WA5UY7,Basis-002/BG,4.1,0.88,0.13,0.11,5.01
XA,2025-12-24,INT,FN-395,XAFN-101,TDXDPQ,TDX-DPQ,3638364722455,,TDX-DPQ,Class 5,TYPE-D,,Agent A1,Payment C,2025-12-17,Category B,CCY-2,Y,92.64,10.13,10.73,14.05,14.89,1.45,1.54,110.15,116.72,,TDX,116.72,3062,C1KXGJ,Basis-003,2.65,0.31,0.43,0.04,3.33
XA,2025-12-09,INT,FN-132,XAFN-119,DRWMFP,DRW-MFP,9804886725140,,DRW-MFP,Class 4,TYPE-A,,Agent C2,Payment B,2025-11-04,Category D,CCY-1,Y,18.45,43.32,47.3,15.51,16.93,0.65,0.71,75.07,81.97,,DRW,81.97,802,RAV858,Basis-003,0.53,1.35,0.48,0.02,2.34
XA,2025-12-06,DOM,FN-395,XAFN-105,YMLKEE,YML-KEE,5016454662573,,YML-KEE,Class 4,TYPE-B,,Agent B1,Payment A,2025-11-27,Category A,CCY-3,Y,125.83,10.73,9.05,9.71,8.19,2.83,2.39,166.79,140.68,,YML,140.68,3815,OSO1F1,Basis-003,3.6,0.26,0.23,0.07,4.02
XA,2025-12-02,INT,FN-508,XAFN-395,JYNDPQ,JYN-DPQ,9717331571604,Category C,JYN-DPQ,Class 5,TYPE-D,,Agent A1,Payment B,2025-12-24,Category C,CCY-4,N,144.87,18.21,14.84,9.11,7.42,2.49,2.03,202.61,165.1,,JYN,165.1,917,6L4JDG,Basis-002,4.14,0.42,0.21,0.06,4.72
XA,2025-12-24,INT,FN-508,XAFN-118,JKSKUV,JKS-KUV,5419137804987,,JKS-KUV,Class 9,TYPE-B,,Agent A1,Payment C,2025-11-13,Category B,CCY-2,N,272.42,35.8,39.97,4.82,5.38,7.32,8.17,277.27,309.6,,JKS,309.6,2219,V70LGR,Basis-002/BG,7.78,1.14,0.15,0.23,8.85
XA,2025-12-14,DOM,FN-118,XAFN-118,PVSKLC,PVS-KLC,0261353425556,,PVS-KLC,Class 8,TYPE-B,,Agent A2,Payment B,2025-12-17,Category B,CCY-3,Y,22.19,29.57,25.09,10.53,8.93,0.86,0.73,65.39,55.48,,PVS,55.48,1902,T75MCA,Basis-002,0.63,0.72,0.26,0.02,1.59
XA,2025-12-12,INT,FN-133,XAFN-395,KSNSZV,KSN-SZV,8084820727126,Category C,KSN-SZV,Class 6,TYPE-B,,Agent B1,Payment A,2025-12-15,Category B,CCY-2,Y,189.7,23.48,21.97,13.42,12.56,8.78,8.22,230.85,216.01,,KSN,216.01,4203,TD2FQQ,Basis-001/BG,5.42,0.63,0.36,0.23,6.17
XA,2025-12-10,DOM,FN-133,XAFN-508,DRWKSN,DRW-KSN,5881946877492,Category D,DRW-KSN,Class 8,TYPE-C,,Agent C1,Payment C,2025-11-13,Category A,CCY-4,Y,304.81,43.45,42.23,10.04,9.76,14.36,13.96,352.78,342.84,,DRW,342.84,3616,RWR931,Basis-002/BG,8.71,1.21,0.28,0.4,9.8
XA,2025-12-29,INT,FN-394,XAFN-395,UMKMBT,UMK-MBT,3203161317790,Category D,UMK-MBT,Class 1,TYPE-B,,Agent B1,Payment A,2025-12-29,Category B,CCY-3,Y,135.35,23.26,24.65,15.0,15.9,1.47,1.56,164.53,174.34,,UMK,174.34,1751,HX2X5D,Basis-001,3.87,0.7,0.45,0.04,4.98
XA,2025-12-18,DOM,FN-101,XAFN-105,DRWUBR,DRW-UBR,9388953115439,,DRW-UBR,Class 5,TYPE-A,,Agent B1,Payment B,2025-11-16,Category C,CCY-1,Y,99.81,31.65,30.68,10.58,10.26,0.81,0.79,144.39,139.96,,DRW,139.96,2801,UDY1AP,Basis-001/BG,2.85,0.88,0.29,0.02,4.0
XA,2025-12-05,DOM,FN-133,XAFN-117,PVSDRW,PVS-DRW,2478922518261,Category C,PVS-DRW,Class 6,TYPE-C,,Agent A1,Payment B,2025-11-09,Category A,CCY-1,Y,109.86,11.54,9.41,14.24,11.61,1.95,1.59,158.61,129.29,,PVS,129.29,4536,KC546R,Basis-001,3.14,0.27,0.33,0.05,3.69
XA,2025-12-16,INT,FN-132,XAFN-117,KSNMFP,KSN-MFP,6866508368168,Category C,KSN-MFP,Class 9,TYPE-A,,Agent B1,Payment A,2025-11-29,Category B,CCY-1,N,145.12,31.26,37.5,6.11,7.33,0.23,0.27,158.13,189.68,,KSN,189.68,1805,BYQ71U,Basis-001/BG,4.15,1.07,0.21,0.01,5.42
XA,2025-12-22,DOM,FN-133,XAFN-117,TDXKSN,TDX-KSN,6070247485798,Category C,TDX-KSN,Class 1,TYPE-A,,Agent A2,Payment A,2025-11-30,Category B,CCY-1,Y,247.67,15.1,16.85,16.63,18.56,3.79,4.23,249.82,278.85,,TDX,278.85,2904,7F2HEQ,Basis-001/BG,7.08,0.48,0.53,0.12,7.97
XA,2025-12-08,INT,FN-395,XAFN-118,QFXZYR,QFX-ZYR,7543188645947,,QFX-ZYR,Class 2,TYPE-A,,Agent B2,Payment C,2025-12-24,Category B,CCY-3,N,10.19,32.0,36.52,10.85,12.38,0.26,0.3,51.51,58.79,,QFX,58.79,3710,HOVSRM,Basis-002,0.29,1.04,0.35,0.01,1.68
XA,2025-12-01,DOM,FN-394,XAFN-394,QFXJKS,QFX-JKS,0990317211359,,QFX-JKS,Class 9,TYPE-C,,Agent A2,Payment A,2025-11-16,Category A,CCY-2,N,86.36,38.51,36.37,17.37,16.4,2.47,2.33,144.86,136.8,,QFX,136.8,3645,UJEDOD,Basis-003,2.47,1.04,0.47,0.07,3.91
XA,2025-12-06,DOM,FN-133,XAFN-101,YMLJKS,YML-JKS,9316426633161,Category D,YML-JKS,Class 3,TYPE-A,,Agent C1,Payment A,2025-11-13,Category A,CCY-1,Y,27.35,38.55,37.54,2.54,2.47,1.19,1.16,67.97,66.2,,YML,66.2,722,RYE2KQ,Basis-002,0.78,1.07,0.07,0.03,1.89
XA,2025-12-29,DOM,FN-101,XAFN-101,JKSKLC,JKS-KLC,5673526359517,,JKS-KLC,Class 2,TYPE-B,,Agent B1,Payment A,2025-11-17,Category A,CCY-3,Y,72.75,65.63,54.44,8.55,7.09,0.12,0.1,161.77,134.18,,JKS,134.18,430,FG7S1R,Basis-001,2.08,1.56,0.2,0.0,3.83
XA,2025-12-06,DOM,FN-119,XAFN-132,DRWUBR,DRW-UBR,7774149057175,Category C,DRW-UBR,Class 6,TYPE-B,,Agent A2,Payment C,2025-12-02,Category D,CCY-4,N,56.09,29.45,27.03,22.16,20.34,0.07,0.06,112.64,103.4,,DRW,103.4,1537,OES7SZ,Basis-003,1.6,0.77,0.58,0.0,2.95
XA,2025-12-11,DOM,FN-105,XAFN-105,DRWPVS,DRW-PVS,1424124845467,Category C,DRW-PVS,Class 9,TYPE-A,,Agent C2,Payment A,2025-11-29,Category A,CCY-2,N,3.47,11.97,14.23,14.72,17.49,0.02,0.02,29.6,35.17,,DRW,35.17,2360,D6AOVL,Basis-002,0.1,0.41,0.5,0.0,1.0
XA,2025-12-04,DOM,FN-105,XAFN-394,UMKJKS,UMK-JKS,6170613011273,Category C,UMK-JKS,Class 8,TYPE-A,,Agent C2,Payment C,2025-12-11,Category A,CCY-1,N,298.62,35.43,28.45,4.73,3.8,3.57,2.87,408.48,328.0,,UMK,328.0,1529,BILVM4,Basis-002,8.53,0.81,0.11,0.08,9.37
XA,2025-12-13,DOM,FN-101,XAFN-394,KEEFUG,KEE-FUG,8241164342411,Category D,KEE-FUG,Class 2,TYPE-D,,Agent B1,Payment B,2025-12-13,Category D,CCY-3,N,317.67,63.29,53.92,15.72,13.39,5.42,4.62,446.46,380.36,,KEE,380.36,1383,J1FI4X,Basis-002,9.08,1.54,0.38,0.13,10.87
XA,2025-12-02,DOM,FN-119,XAFN-395,PVSFUG,PVS-FUG,9515923466521,,PVS-FUG,Class 2,TYPE-C,,Agent B2,Payment B,2025-11-21,Category B,CCY-4,Y,85.01,32.34,29.26,10.17,9.2,4.32,3.91,132.16,119.56,,PVS,119.56,1007,81J2AB,Basis-002,2.43,0.84,0.26,0.11,3.42
XA,2025-12-04,INT,FN-119,XAFN-118,FUGLNR,FUG-LNR,6310789078695,,FUG-LNR,Class 4,TYPE-D,,Agent A1,Payment A,2025-12-06,Category B,CCY-4,Y,176.47,44.2,51.77,12.29,14.4,7.38,8.65,199.76,233.99,,FUG,233.99,2446,DYW8WR,Basis-002/BG,5.04,1.48,0.41,0.25,6.69
XA,2025-12-28,DOM,FN-508,XAFN-394,YMLQFX,YML-QFX,3697016852531,,YML-QFX,Class 4,TYPE-C,,Agent A1,Payment B,2025-11-01,Category B,CCY-3,N,63.81,44.75,50.65,10.22,11.57,2.77,3.14,108.57,122.89,,YML,122.89,351,C0SWUZ,Basis-002,1.82,1.45,0.33,0.09,3.51
XA,2025-12-26,DOM,FN-132,XAFN-101,PVSTDX,PVS-TDX,9579281847266,,PVS-TDX,Class 6,TYPE-D,,Agent A2,Payment C,2025-12-27,Category B,CCY-2,N,204.97,55.85,52.0,4.77,4.44,6.22,5.79,274.56,255.62,,PVS,255.62,830,PWDMJ3,Basis-002/BG,5.86,1.49,0.13,0.17,7.3
XA,2025-12-24,DOM,FN-101,XAFN-133,PVSJYN,PVS-JYN,8311217959282,Category C,PVS-JYN,Class 9,TYPE-B,,Agent A2,Payment A,2025-11-12,Category C,CCY-1,N,147.13,21.75,22.03,2.13,2.16,3.71,3.76,165.39,167.56,,PVS,167.56,4181,RM3ZH4,Basis-002/BG,4.2,0.63,0.06,0.11,4.79
XA,2025-12-07,DOM,FN-118,XAFN-117,DRWKSN,DRW-KSN,7732357374214,Category C,DRW-KSN,Class 8,TYPE-A,,Agent C1,Payment B,2025-11-12,Category A,CCY-1,N,177.74,74.82,67.67,0.88,0.8,9.41,8.51,262.8,237.7,,DRW,237.7,2153,6JNSCZ,Basis-002,5.08,1.93,0.02,0.24,6.79
XA,2025-12-11,DOM,FN-119,XAFN-101,JKSKEE,JKS-KEE,9558779936427,Category C,JKS-KEE,Class 6,TYPE-D,,Agent C1,Payment B,2025-11-30,Category B,CCY-2,Y,147.42,34.78,39.61,9.33,10.62,4.29,4.89,169.27,192.76,,JKS,192.76,4464,ZD82CU,Basis-001,4.21,1.13,0.3,0.14,5.51
XA,2025-12-04,DOM,FN-101,XAFN-394,JKSFUG,JKS-FUG,5350246948412,Category C,JKS-FUG,Class 2,TYPE-B,,Agent C2,Payment A,2025-11-12,Category B,CCY-1,Y,140.95,11.9,10.51,12.64,11.16,1.91,1.69,182.26,160.93,,JKS,160.93,473,U2SLZ2,Basis-001,4.03,0.3,0.32,0.05,4.6
XA,2025-12-12,INT,FN-395,XAFN-394,YMLSUQ,YML-SUQ,8379213168226,,YML-SUQ,Class 2,TYPE-A,,Agent C1,Payment C,2025-11-14,Category D,CCY-2,Y,89.46,2.39,2.85,13.38,15.97,1.8,2.15,88.92,106.13,,YML,106.13,3250,DI74KZ,Basis-003,2.56,0.08,0.46,0.06,3.03
XA,2025-12-15,DOM,FN-119,XAFN-395,UMKKEE,UMK-KEE,1133704946245,Category D,UMK-KEE,Class 4,TYPE-C,,Agent A1,Payment B,2025-12-25,Category D,CCY-4,Y,226.67,25.77,30.77,9.34,11.15,6.06,7.23,218.92,261.36,,UMK,261.36,327,LIMXSE,Basis-001/BG,6.48,0.88,0.32,0.21,7.47
XA,2025-12-18,INT,FN-117,XAFN-508,UMKMFP,UMK-MFP,3850284779825,,UMK-MFP,Class 2,TYPE-C,,Agent A2,Payment B,2025-11-05,Category C,CCY-1,N,235.95,41.15,33.37,17.9,14.52,11.33,9.19,338.67,274.65,,UMK,274.65,2614,D53I0Q,Basis-001,6.74,0.95,0.41,0.26,7.85
XA,2025-12-13,INT,FN-119,XAFN-119,DRWTPX,DRW-TPX,1191611955309,Category C,DRW-TPX,Class 8,TYPE-D,,Agent A2,Payment C,2025-11-08,Category B,CCY-1,N,126.2,46.65,49.68,10.89,11.6,3.82,4.07,172.22,183.41,,DRW,183.41,667,IRCQ1H,Basis-003,3.61,1.42,0.33,0.12,5.24
XA,2025-12-10,DOM,FN-132,XAFN-395,KEEDRW,KEE-DRW,2072162474246,Category D,KEE-DRW,Class 2,TYPE-D,,Agent A2,Payment A,2025-11-24,Category C,CCY-2,Y,165.52,9.45,10.95,9.87,11.43,6.28,7.28,155.91,180.62,,KEE,180.62,3678,84UVM6,Basis-002/BG,4.73,0.31,0.33,0.21,5.16
XA,2025-12-06,INT,FN-101,XAFN-508,TDXKUV,TDX-KUV,5789035508199,,TDX-KUV,Class 2,TYPE-C,,Agent B1,Payment B,2025-11-28,Category C,CCY-2,N,83.44,20.84,20.43,6.04,5.92,0.1,0.1,111.92,109.69,,TDX,109.69,4612,23QKG8,Basis-002,2.38,0.58,0.17,0.0,3.13
XA,2025-12-14,DOM,FN-394,XAFN-118,NABJKS,NAB-JKS,0920167599300,,NAB-JKS,Class 2,TYPE-B,,Agent B1,Payment C,2025-11-06,Category C,CCY-3,Y,64.7,58.02,61.87,15.62,16.66,2.8,2.99,131.51,140.24,,NAB,140.24,3059,0TNRU4,Basis-002,1.85,1.77,0.48,0.09,4.01
XA,2025-12-02,INT,FN-118,XAFN-101,JKSMBT,JKS-MBT,0464549768348,,JKS-MBT,Class 9,TYPE-C,,Agent A2,Payment B,2025-11-27,Category A,CCY-3,N,303.63,14.23,11.66,12.64,10.36,0.1,0.08,397.23,325.57,,JKS,325.57,4718,UFKPLP,Basis-001,8.68,0.33,0.3,0.0,9.3
XA,2025-12-17,DOM,FN-105,XAFN-117,UMKKEE,UMK-KEE,1652508159590,Category D,UMK-KEE,Class 8,TYPE-B,,Agent A1,Payment B,2025-12-31,Category A,CCY-3,N,46.52,23.41,19.56,6.47,5.41,2.06,1.72,83.49,69.77,,UMK,69.77,778,1JWYR2,Basis-002/BG,1.33,0.56,0.15,0.05,1.99
